Time [ms] , RC Throttle [pct] , RC Steering [pct] , Motor PWM [byte] , Servo Angle [deg]
Time [ms] , RC Throttle [pct] , RC Steering [pct] , Motor PWM [byte] , Servo Angle [deg]
Time [ms] , RC Throttle [pct] , RC Steering [pct] , Motor PWM [byte] , Servo Angle [deg]
Time [ms] , RC Throttle [pct] , RC Steering [pct] , Motor PWM [byte] , Servo Angle [deg]
Time [ms] , RC Throttle [pct] , RC Steering [pct] , Motor PWM [byte] , Servo Angle [deg]
Time [ms] , RC Throttle [pct] , RC Steering [pct] , Motor PWM [byte] , Servo Angle [deg]
Time [ms] , RC Throttle [pct] , RC Steering [pct] , Motor PWM [byte] , Servo Angle [deg]
57867 , 44.38 , -65.00 , 110 , 66.50
57911 , 44.38 , -23.50 , 110 , 78.95
57955 , 41.50 , -2.25 , 103 , 85.32
57999 , 44.38 , -8.25 , 110 , 83.52
58043 , 44.38 , -2.75 , 110 , 85.18
58087 , 44.38 , -2.75 , 110 , 85.18
58131 , 45.13 , -2.50 , 112 , 85.25
58175 , 42.25 , -2.75 , 105 , 85.18
58219 , 45.25 , -8.25 , 113 , 83.52
58263 , 45.13 , -1.25 , 112 , 85.62
58306 , 45.25 , -1.25 , 113 , 85.62
58350 , 45.13 , -1.00 , 112 , 85.70
58394 , 42.25 , -1.25 , 105 , 85.62
58438 , 45.13 , -6.75 , 112 , 83.97
58482 , 45.25 , -1.00 , 113 , 85.70
58526 , 45.13 , -1.00 , 112 , 85.70
58570 , 45.13 , -1.00 , 112 , 85.70
58614 , 42.25 , -1.25 , 105 , 85.62
58658 , 44.38 , -6.50 , 110 , 84.05
58702 , 44.38 , -2.50 , 110 , 85.25
58746 , 44.38 , -2.75 , 110 , 85.18
58790 , 44.38 , -3.00 , 110 , 85.10
58834 , 41.50 , -2.75 , 103 , 85.18
58878 , 44.38 , -8.25 , 110 , 83.52
58923 , 44.38 , -2.75 , 110 , 85.18
58967 , 45.25 , -2.75 , 113 , 85.18
59011 , 45.13 , -2.75 , 112 , 85.18
59055 , 42.25 , -2.75 , 105 , 85.18
59099 , 45.13 , -6.75 , 112 , 83.97
59142 , 45.13 , -1.25 , 112 , 85.62
59186 , 45.13 , -1.00 , 112 , 85.70
59230 , 45.25 , -1.25 , 113 , 85.62
59274 , 45.13 , -1.00 , 112 , 85.70
59318 , 45.25 , -1.25 , 113 , 85.62
59362 , 45.25 , -1.25 , 113 , 85.62
59406 , 45.13 , -2.50 , 112 , 85.25
59450 , 45.25 , -2.50 , 113 , 85.25
59494 , 41.63 , -2.75 , 104 , 85.18
59538 , 44.38 , -4.25 , 110 , 84.72
59582 , 44.38 , -4.25 , 110 , 84.72
59626 , 44.25 , -4.25 , 110 , 84.72
59670 , 44.50 , -4.25 , 111 , 84.72
59714 , 41.63 , -4.75 , 104 , 84.57
59758 , 44.38 , -4.50 , 110 , 84.65
59802 , 45.00 , -4.25 , 112 , 84.72
59846 , 45.13 , -4.50 , 112 , 84.65
59890 , 45.13 , -4.25 , 112 , 84.72
59933 , 42.38 , -3.00 , 105 , 85.10
59977 , 45.00 , -3.00 , 112 , 85.10
60021 , 45.13 , -2.50 , 112 , 85.25
60065 , 45.25 , -3.00 , 113 , 85.10
60109 , 45.25 , -3.00 , 113 , 85.10
60153 , 42.38 , -2.50 , 105 , 85.25
60197 , 45.13 , -2.75 , 112 , 85.18
60241 , 45.13 , -2.75 , 112 , 85.18
60285 , 45.13 , -2.50 , 112 , 85.25
60329 , 44.38 , -2.50 , 110 , 85.25
60374 , 41.63 , -4.25 , 104 , 84.72
60418 , 44.38 , -4.25 , 110 , 84.72
60462 , 44.38 , -4.50 , 110 , 84.65
60506 , 44.38 , -4.25 , 110 , 84.72
60550 , 44.38 , -4.25 , 110 , 84.72
60594 , 41.63 , -4.25 , 104 , 84.72
60638 , 45.13 , -2.75 , 112 , 85.18
60682 , 45.13 , -8.50 , 112 , 83.45
60726 , 45.25 , -2.75 , 113 , 85.18
60769 , 45.13 , -1.25 , 112 , 85.62
60813 , 42.38 , -1.00 , 105 , 85.70
60857 , 45.25 , -1.25 , 113 , 85.62
60901 , 45.13 , -7.00 , 112 , 83.90
60945 , 45.25 , -1.25 , 113 , 85.62
60989 , 45.25 , -1.25 , 113 , 85.62
61033 , 42.50 , -1.25 , 106 , 85.62
61077 , 45.13 , -1.25 , 112 , 85.62
61121 , 45.25 , -7.00 , 113 , 83.90
61165 , 44.88 , -1.25 , 112 , 85.62
61209 , 44.38 , -2.75 , 110 , 85.18
61253 , 44.38 , -1.50 , 110 , 85.55
61297 , 44.38 , -1.25 , 110 , 85.62
61341 , 44.38 , -7.25 , 110 , 83.82
61385 , 44.38 , -1.25 , 110 , 85.62
61429 , 44.38 , -1.25 , 110 , 85.62
61473 , 45.13 , -1.25 , 112 , 85.62
61517 , 45.13 , -1.25 , 112 , 85.62
61561 , 45.25 , -7.00 , 113 , 83.90
61604 , 45.25 , 0.25 , 113 , 86.07
61648 , 45.25 , 0.25 , 113 , 86.07
61692 , 45.25 , 0.50 , 113 , 86.15
61736 , 45.25 , 0.25 , 113 , 86.07
61780 , 45.25 , -5.50 , 113 , 84.35
61825 , 45.25 , 0.25 , 113 , 86.07
61869 , 45.13 , 0.25 , 112 , 86.07
61913 , 45.25 , 0.25 , 113 , 86.07
61957 , 45.25 , 4.75 , 113 , 87.43
62023 , 45.13 , 41.75 , 112 , 98.52
62067 , 45.25 , 56.75 , 113 , 103.02
62110 , 45.13 , 0.00 , 112 , 86.00
62154 , 42.38 , 0.00 , 105 , 86.00
62198 , 45.13 , 0.00 , 112 , 86.00
62242 , 45.25 , 0.00 , 113 , 86.00
62286 , 45.25 , 0.00 , 113 , 86.00
62330 , 45.25 , 0.00 , 113 , 86.00
62374 , 42.38 , 0.00 , 105 , 86.00
62418 , 45.13 , 0.00 , 112 , 86.00
62462 , 44.38 , -1.50 , 110 , 85.55
62507 , 44.38 , -1.50 , 110 , 85.55
62551 , 44.38 , -1.50 , 110 , 85.55
62595 , 41.63 , -1.50 , 104 , 85.55
62639 , 44.50 , -1.50 , 111 , 85.55
62683 , 44.38 , -1.50 , 110 , 85.55
62727 , 45.25 , -1.50 , 113 , 85.55
62771 , 45.13 , -1.75 , 112 , 85.47
62814 , 42.38 , -34.50 , 105 , 75.65
62858 , 45.25 , -80.25 , 113 , 61.93
62902 , 44.75 , -100.00 , 111 , 56.00
62946 , 44.38 , -88.75 , 110 , 59.38
62990 , 45.25 , 2.50 , 113 , 86.75
63034 , 42.50 , 0.25 , 106 , 86.07
63078 , 45.25 , 0.25 , 113 , 86.07
63122 , 45.13 , -5.50 , 112 , 84.35
63166 , 45.13 , 0.25 , 112 , 86.07
63210 , 45.25 , 0.25 , 113 , 86.07
63254 , 42.38 , -0.25 , 105 , 85.93
63298 , 44.38 , -1.25 , 110 , 85.62
63342 , 44.38 , -7.25 , 110 , 83.82
63386 , 44.38 , -1.25 , 110 , 85.62
63430 , 44.38 , -1.25 , 110 , 85.62
63474 , 41.63 , -1.25 , 104 , 85.62
63518 , 44.38 , -1.25 , 110 , 85.62
63562 , 45.13 , -7.00 , 112 , 83.90
63606 , 45.25 , -1.25 , 113 , 85.62
63650 , 45.25 , -1.25 , 113 , 85.62
63693 , 45.25 , 0.25 , 113 , 86.07
63737 , 45.13 , 0.25 , 112 , 86.07
63781 , 45.13 , -3.00 , 112 , 85.10
63825 , 45.25 , 34.00 , 113 , 96.20
63869 , 45.25 , 24.00 , 113 , 93.20
63913 , 45.25 , 0.25 , 113 , 86.07
63958 , 45.25 , 0.50 , 113 , 86.15
64002 , 45.25 , -5.75 , 113 , 84.27
64046 , 45.13 , 0.25 , 112 , 86.07
64090 , 44.38 , 0.25 , 110 , 86.07
64134 , 44.38 , -1.25 , 110 , 85.62
64178 , 44.38 , -1.25 , 110 , 85.62
64222 , 44.38 , -7.25 , 110 , 83.82
64266 , 44.38 , -1.25 , 110 , 85.62
64310 , 44.38 , -1.25 , 110 , 85.62
64354 , 44.38 , -1.25 , 110 , 85.62
64398 , 45.13 , -1.25 , 112 , 85.62
64442 , 45.13 , -7.25 , 112 , 83.82
64485 , 45.25 , -34.75 , 113 , 75.57
64529 , 45.13 , -91.75 , 112 , 58.47
64573 , 45.13 , -87.25 , 112 , 59.82
64617 , 45.13 , -0.25 , 112 , 85.93
64661 , 45.25 , -5.50 , 113 , 84.35
64728 , 44.38 , -1.25 , 110 , 85.62
64772 , 44.50 , -1.25 , 111 , 85.62
64816 , 42.38 , -1.25 , 105 , 85.62
64860 , 45.13 , -1.25 , 112 , 85.62
64904 , 45.13 , -1.25 , 112 , 85.62
64947 , 45.13 , 0.25 , 112 , 86.07
64991 , 45.25 , 0.25 , 113 , 86.07
65035 , 42.38 , 0.25 , 105 , 86.07
65079 , 45.25 , 0.25 , 113 , 86.07
65123 , 45.25 , 0.25 , 113 , 86.07
65167 , 45.25 , 0.25 , 113 , 86.07
65211 , 45.13 , 0.25 , 112 , 86.07
65255 , 42.50 , 0.25 , 106 , 86.07
65299 , 45.13 , 0.25 , 112 , 86.07
65343 , 44.38 , -0.25 , 110 , 85.93
65387 , 44.38 , -1.25 , 110 , 85.62
65431 , 44.38 , -1.25 , 110 , 85.62
65475 , 41.63 , -1.25 , 104 , 85.62
65519 , 44.38 , -1.25 , 110 , 85.62
65563 , 44.38 , -1.25 , 110 , 85.62
65607 , 44.38 , -1.50 , 110 , 85.55
65651 , 45.25 , -1.25 , 113 , 85.62
65695 , 42.38 , -1.25 , 105 , 85.62
65739 , 45.25 , -0.50 , 113 , 85.85
65782 , 45.25 , -5.50 , 113 , 84.35
65826 , 45.13 , 0.25 , 112 , 86.07
65870 , 45.13 , 0.25 , 112 , 86.07
65914 , 42.38 , 0.25 , 105 , 86.07
65958 , 45.25 , 0.25 , 113 , 86.07
66002 , 45.25 , -5.50 , 113 , 84.35
66046 , 45.25 , 0.25 , 113 , 86.07
66091 , 45.25 , 0.25 , 113 , 86.07
66135 , 42.38 , 0.25 , 105 , 86.07
66179 , 44.38 , -1.25 , 110 , 85.62
66223 , 44.38 , -7.25 , 110 , 83.82
66267 , 44.38 , -1.25 , 110 , 85.62
66311 , 44.38 , -1.25 , 110 , 85.62
66355 , 44.38 , -1.25 , 110 , 85.62
66399 , 44.38 , -1.25 , 110 , 85.62
66443 , 44.38 , -7.00 , 110 , 83.90
66487 , 45.25 , -1.25 , 113 , 85.62
66531 , 45.25 , -1.25 , 113 , 85.62
66574 , 45.25 , 0.25 , 113 , 86.07
66618 , 45.25 , 0.25 , 113 , 86.07
66662 , 45.13 , -5.50 , 112 , 84.35
66706 , 45.25 , 0.25 , 113 , 86.07
66750 , 45.25 , 0.25 , 113 , 86.07
66794 , 45.25 , 0.25 , 113 , 86.07
66838 , 45.13 , 0.25 , 112 , 86.07
66882 , 45.25 , -5.50 , 113 , 84.35
66926 , 45.13 , 0.25 , 112 , 86.07
66970 , 45.25 , 0.50 , 113 , 86.15
67014 , 44.38 , -1.25 , 110 , 85.62
67058 , 44.38 , -1.25 , 110 , 85.62
67102 , 44.38 , -7.25 , 110 , 83.82
67146 , 44.38 , -1.25 , 110 , 85.62
67190 , 44.38 , -1.00 , 110 , 85.70
67234 , 44.38 , -1.25 , 110 , 85.62
67278 , 44.75 , -1.25 , 111 , 85.62
67322 , 45.13 , -7.25 , 112 , 83.82
67366 , 45.13 , -1.25 , 112 , 85.62
67409 , 45.25 , 0.25 , 113 , 86.07
67476 , 41.63 , -1.25 , 104 , 85.62
67520 , 44.38 , -1.25 , 110 , 85.62
67564 , 44.38 , -1.25 , 110 , 85.62
67608 , 44.38 , -1.25 , 110 , 85.62
67652 , 44.38 , -1.25 , 110 , 85.62
67696 , 42.00 , -1.25 , 105 , 85.62
67740 , 45.13 , -1.25 , 112 , 85.62
67784 , 45.25 , -1.25 , 113 , 85.62
67827 , 45.13 , 0.25 , 112 , 86.07
67871 , 45.13 , 0.25 , 112 , 86.07
67915 , 42.38 , 0.25 , 105 , 86.07
67959 , 45.13 , 0.25 , 112 , 86.07
68003 , 45.25 , -1.25 , 113 , 85.62
68047 , 45.25 , -1.00 , 113 , 85.70
68091 , 45.13 , -1.00 , 112 , 85.70
68135 , 42.50 , -1.25 , 106 , 85.62
68179 , 45.25 , -1.25 , 113 , 85.62
68224 , 45.25 , -7.00 , 113 , 83.90
68268 , 44.38 , -2.75 , 110 , 85.18
68312 , 44.38 , -2.75 , 110 , 85.18
68356 , 41.63 , -4.25 , 104 , 84.72
68400 , 44.38 , -4.00 , 110 , 84.80
68444 , 44.25 , -10.00 , 110 , 83.00
68488 , 44.38 , -4.25 , 110 , 84.72
68532 , 45.25 , -4.25 , 113 , 84.72
68576 , 42.38 , -4.25 , 105 , 84.72
68620 , 45.25 , -4.00 , 113 , 84.80
68664 , 45.13 , -8.50 , 112 , 83.45
68707 , 45.25 , -2.50 , 113 , 85.25
68751 , 45.25 , -2.75 , 113 , 85.18
68795 , 45.13 , -2.75 , 112 , 85.18
68839 , 45.13 , -2.50 , 112 , 85.25
68883 , 45.25 , -18.00 , 113 , 80.60
68927 , 45.25 , -64.00 , 113 , 66.80
68971 , 44.25 , -80.50 , 110 , 61.85
69015 , 44.38 , -61.50 , 110 , 67.55
69059 , 44.38 , -22.75 , 110 , 79.18
69103 , 44.38 , -10.25 , 110 , 82.93
69147 , 44.38 , -4.25 , 110 , 84.72
69191 , 44.38 , -4.25 , 110 , 84.72
69235 , 44.38 , -4.25 , 110 , 84.72
69279 , 44.38 , -4.25 , 110 , 84.72
69323 , 44.38 , -10.00 , 110 , 83.00
69367 , 45.25 , -4.25 , 113 , 84.72
69411 , 45.25 , -4.25 , 113 , 84.72
69455 , 45.13 , -4.00 , 112 , 84.80
69499 , 45.13 , -2.75 , 112 , 85.18
69542 , 45.25 , -8.25 , 113 , 83.52
69586 , 45.13 , -2.75 , 112 , 85.18
69630 , 45.13 , -2.75 , 112 , 85.18
69675 , 45.13 , -2.75 , 112 , 85.18
69719 , 45.25 , -2.75 , 113 , 85.18
69763 , 45.13 , -8.50 , 112 , 83.45
69807 , 45.13 , -2.75 , 112 , 85.18
69851 , 45.25 , -2.50 , 113 , 85.25
69895 , 45.13 , -2.75 , 112 , 85.18
69939 , 44.50 , -4.25 , 111 , 84.72
69983 , 44.38 , -10.25 , 110 , 82.93
70027 , 44.50 , -4.25 , 111 , 84.72
70071 , 44.38 , -4.25 , 110 , 84.72
70115 , 44.38 , -4.25 , 110 , 84.72
70180 , 45.13 , -2.75 , 112 , 85.18
70224 , 45.25 , -2.75 , 113 , 85.18
70268 , 45.13 , -2.75 , 112 , 85.18
70312 , 45.13 , -2.75 , 112 , 85.18
70356 , 41.63 , -4.25 , 104 , 84.72
70401 , 44.50 , -4.25 , 111 , 84.72
70445 , 44.38 , -4.25 , 110 , 84.72
70489 , 44.38 , -4.25 , 110 , 84.72
70533 , 44.38 , -4.25 , 110 , 84.72
70577 , 41.63 , -4.25 , 104 , 84.72
70621 , 45.25 , -4.25 , 113 , 84.72
70665 , 45.13 , -4.25 , 112 , 84.72
70709 , 45.25 , -4.25 , 113 , 84.72
70753 , 45.25 , -2.75 , 113 , 85.18
70796 , 42.38 , -2.50 , 105 , 85.25
70840 , 45.13 , -2.75 , 112 , 85.18
70884 , 45.13 , -8.50 , 112 , 83.45
70928 , 45.13 , -2.50 , 112 , 85.25
70972 , 45.25 , -3.00 , 113 , 85.10
71016 , 42.38 , -3.00 , 105 , 85.10
71060 , 45.25 , -3.00 , 113 , 85.10
71104 , 45.13 , -9.25 , 112 , 83.22
71148 , 45.13 , -3.25 , 112 , 85.02
71192 , 44.38 , -4.75 , 110 , 84.57
71236 , 41.63 , -4.75 , 104 , 84.57
71280 , 44.38 , -5.00 , 110 , 84.50
71324 , 44.38 , -11.00 , 110 , 82.70
71368 , 44.38 , -9.00 , 110 , 83.30
71412 , 44.38 , -9.50 , 110 , 83.15
71456 , 45.13 , -9.50 , 112 , 83.15
71500 , 45.25 , -9.50 , 113 , 83.15
71544 , 45.13 , -15.50 , 112 , 81.35
71588 , 45.13 , -14.50 , 112 , 81.65
71631 , 45.13 , -17.00 , 112 , 80.90
71675 , 45.25 , -16.50 , 113 , 81.05
71719 , 45.13 , -17.00 , 112 , 80.90
71763 , 45.25 , -25.25 , 113 , 78.43
71808 , 45.25 , -20.25 , 113 , 79.93
71852 , 45.25 , -20.25 , 113 , 79.93
71896 , 45.25 , -19.50 , 113 , 80.15
71940 , 44.38 , -19.50 , 110 , 80.15
71984 , 44.50 , -27.25 , 111 , 77.82
72028 , 44.38 , -27.50 , 110 , 77.75
72072 , 44.38 , -28.00 , 110 , 77.60
72116 , 44.38 , -27.25 , 110 , 77.82
72160 , 44.38 , -23.50 , 110 , 78.95
72204 , 44.63 , -22.75 , 111 , 79.18
72248 , 45.25 , -15.00 , 113 , 81.50
72292 , 45.25 , -15.50 , 113 , 81.35
72336 , 45.13 , -16.00 , 112 , 81.20
72380 , 45.25 , -15.25 , 113 , 81.43
72423 , 45.13 , -21.00 , 112 , 79.70
72467 , 45.13 , -6.75 , 112 , 83.97
72511 , 45.25 , -3.00 , 113 , 85.10
72555 , 45.25 , -3.00 , 113 , 85.10
72599 , 45.25 , -3.00 , 113 , 85.10
72643 , 45.13 , -14.25 , 112 , 81.72
72687 , 45.25 , -3.00 , 113 , 85.10
72731 , 45.13 , -3.00 , 112 , 85.10
72775 , 45.25 , -3.00 , 113 , 85.10
72819 , 45.00 , -3.00 , 112 , 85.10
72863 , 44.50 , -10.00 , 111 , 83.00
72907 , 44.38 , -4.50 , 110 , 84.65
72951 , 44.38 , -4.50 , 110 , 84.65
72995 , 44.50 , -4.50 , 111 , 84.65
73039 , 41.50 , -4.50 , 103 , 84.65
73083 , 44.38 , -10.00 , 110 , 83.00
73127 , 45.25 , -4.50 , 113 , 84.65
73171 , 45.25 , -4.75 , 113 , 84.57
73216 , 45.25 , -13.00 , 113 , 82.10
73259 , 42.25 , -25.00 , 105 , 78.50
73303 , 45.25 , -33.25 , 113 , 76.02
73347 , 45.13 , -27.75 , 112 , 77.68
73391 , 45.13 , -27.50 , 112 , 77.75
73435 , 45.13 , -22.25 , 112 , 79.32
73479 , 42.25 , -3.25 , 105 , 85.02
73523 , 45.13 , -8.50 , 112 , 83.45
73567 , 45.13 , -3.00 , 112 , 85.10
73611 , 45.25 , -3.00 , 113 , 85.10
73655 , 44.38 , -3.00 , 110 , 85.10
73699 , 41.50 , -4.50 , 103 , 84.65
73743 , 44.38 , -10.00 , 110 , 83.00
73787 , 44.38 , -4.50 , 110 , 84.65
73831 , 44.38 , -4.50 , 110 , 84.65
73875 , 44.38 , -4.50 , 110 , 84.65
73919 , 41.50 , -4.25 , 103 , 84.72
73963 , 45.25 , -10.00 , 113 , 83.00
74007 , 45.25 , -4.25 , 113 , 84.72
74051 , 45.25 , -3.50 , 113 , 84.95
74094 , 45.13 , -15.50 , 112 , 81.35
74138 , 42.25 , -27.50 , 105 , 77.75
74182 , 45.13 , -34.75 , 112 , 75.57
74226 , 45.13 , -29.50 , 112 , 77.15
74270 , 45.25 , -31.25 , 113 , 76.62
74314 , 45.25 , -29.00 , 113 , 77.30
74381 , 45.13 , -28.50 , 112 , 77.45
74425 , 45.25 , -29.50 , 113 , 77.15
74469 , 45.25 , -3.00 , 113 , 85.10
74512 , 45.13 , -3.00 , 112 , 85.10
74556 , 45.25 , -3.00 , 113 , 85.10
74600 , 45.13 , -2.75 , 112 , 85.18
74644 , 45.13 , -8.75 , 112 , 83.37
74688 , 45.25 , -3.00 , 113 , 85.10
74732 , 45.25 , -2.75 , 113 , 85.18
74776 , 45.13 , -3.00 , 112 , 85.10
74820 , 45.13 , -3.00 , 112 , 85.10
74864 , 45.13 , -8.75 , 112 , 83.37
74908 , 44.50 , -1.50 , 111 , 85.55
74952 , 44.38 , -3.00 , 110 , 85.10
75023 , 42.50 , -1.50 , 106 , 85.55
75067 , 45.25 , -1.25 , 113 , 85.62
75111 , 45.13 , -1.50 , 112 , 85.55
75155 , 45.25 , -1.25 , 113 , 85.62
75199 , 45.13 , 0.00 , 112 , 86.00
75243 , 42.38 , 0.00 , 105 , 86.00
75287 , 45.25 , 0.00 , 113 , 86.00
75330 , 44.50 , 0.00 , 111 , 86.00
75374 , 44.38 , -1.50 , 110 , 85.55
75418 , 44.38 , -1.50 , 110 , 85.55
75462 , 41.63 , -1.50 , 104 , 85.55
75506 , 44.38 , -0.25 , 110 , 85.93
75550 , 44.38 , 0.00 , 110 , 86.00
75594 , 44.38 , 0.00 , 110 , 86.00
75661 , 45.25 , 1.50 , 113 , 86.45
75705 , 42.38 , 1.25 , 105 , 86.37
75749 , 44.63 , -5.50 , 111 , 84.35
75792 , 44.38 , 1.50 , 110 , 86.45
75836 , 44.38 , 1.50 , 110 , 86.45
75880 , 44.38 , 1.50 , 110 , 86.45
75924 , 41.50 , 1.50 , 103 , 86.45
75968 , 44.38 , -4.25 , 110 , 84.72
76012 , 44.38 , 1.50 , 110 , 86.45
76056 , 45.25 , 1.50 , 113 , 86.45
76100 , 45.13 , 3.00 , 112 , 86.90
76144 , 42.25 , 2.75 , 105 , 86.82
76188 , 45.13 , -1.00 , 112 , 85.70
76232 , 45.13 , 4.50 , 112 , 87.35
76276 , 45.13 , 4.50 , 112 , 87.35
76320 , 45.25 , 4.25 , 113 , 87.27
76364 , 42.25 , 4.25 , 105 , 87.27
76408 , 45.25 , 0.75 , 113 , 86.22
76452 , 45.25 , 6.50 , 113 , 87.95
76496 , 45.13 , 6.25 , 112 , 87.87
76540 , 45.13 , 6.00 , 112 , 87.80
76584 , 42.38 , 4.50 , 105 , 87.35
76627 , 44.38 , -0.75 , 110 , 85.77
76672 , 44.50 , 4.50 , 111 , 87.35
76716 , 44.38 , 4.50 , 110 , 87.35
76760 , 44.50 , 4.75 , 111 , 87.43
76804 , 41.50 , 4.50 , 103 , 87.35
76848 , 44.38 , 0.50 , 110 , 86.15
76892 , 45.25 , 6.00 , 113 , 87.80
76936 , 45.25 , 6.00 , 113 , 87.80
76980 , 45.13 , 6.25 , 112 , 87.87
77024 , 42.25 , 7.50 , 105 , 88.25
77068 , 45.25 , 2.25 , 113 , 86.68
77112 , 45.25 , 7.50 , 113 , 88.25
77156 , 45.13 , 7.75 , 112 , 88.32
77200 , 45.13 , 7.50 , 112 , 88.25
77244 , 45.13 , 9.00 , 112 , 88.70
77288 , 45.25 , 9.25 , 113 , 88.77
77332 , 45.25 , 9.00 , 113 , 88.70
77376 , 45.25 , 9.25 , 113 , 88.77
77420 , 45.25 , 7.50 , 113 , 88.25
77463 , 41.63 , 7.50 , 104 , 88.25
77507 , 44.25 , 9.00 , 110 , 88.70
77551 , 44.38 , 9.00 , 110 , 88.70
77595 , 44.38 , 9.00 , 110 , 88.70
77639 , 44.38 , 8.75 , 110 , 88.62
77683 , 41.63 , 10.75 , 104 , 89.22
77727 , 45.25 , 10.50 , 113 , 89.15
77771 , 45.25 , 10.25 , 113 , 89.07
77815 , 45.25 , 10.50 , 113 , 89.15
77859 , 45.25 , 12.00 , 113 , 89.60
77903 , 42.38 , 12.25 , 105 , 89.68
77947 , 45.13 , 12.00 , 112 , 89.60
77991 , 45.13 , -0.50 , 112 , 85.85
78035 , 45.13 , -24.50 , 112 , 78.65
78080 , 45.25 , -39.75 , 113 , 74.07
78124 , 41.63 , -60.75 , 104 , 67.77
78167 , 44.38 , -85.25 , 110 , 60.43
78211 , 45.13 , -88.50 , 112 , 59.45
78255 , 45.13 , -89.75 , 112 , 59.07
78299 , 45.13 , -89.75 , 112 , 59.07
78365 , 41.50 , -88.25 , 103 , 59.53
78409 , 44.38 , -93.75 , 110 , 57.88
78452 , 44.38 , -88.25 , 110 , 59.53
78496 , 44.38 , -88.25 , 110 , 59.53
78540 , 44.38 , -88.25 , 110 , 59.53
78584 , 41.50 , -88.50 , 103 , 59.45
78628 , 45.13 , -93.75 , 112 , 57.88
78672 , 45.25 , -89.75 , 113 , 59.07
78716 , 45.25 , -89.75 , 113 , 59.07
78760 , 45.13 , -88.75 , 112 , 59.38
78804 , 42.25 , -88.25 , 105 , 59.53
78849 , 45.25 , -94.00 , 113 , 57.80
78893 , 45.25 , -88.25 , 113 , 59.53
78937 , 45.25 , -88.50 , 113 , 59.45
78981 , 45.13 , -88.25 , 112 , 59.53
79025 , 42.25 , -88.25 , 105 , 59.53
79069 , 45.13 , -93.75 , 112 , 57.88
79113 , 45.25 , -88.25 , 113 , 59.53
79157 , 45.25 , -88.25 , 113 , 59.53
79201 , 44.50 , -88.50 , 111 , 59.45
79245 , 41.50 , -88.50 , 103 , 59.45
79289 , 44.38 , -88.25 , 110 , 59.53
79332 , 44.38 , -88.50 , 110 , 59.45
79376 , 44.50 , -88.25 , 111 , 59.53
79420 , 44.38 , -88.25 , 110 , 59.53
79464 , 39.50 , -88.25 , 98 , 59.53
79508 , 45.13 , -90.00 , 112 , 59.00
79552 , 45.25 , -89.75 , 113 , 59.07
79596 , 45.25 , -88.50 , 113 , 59.45
79640 , 45.25 , -88.50 , 113 , 59.45
79684 , 42.50 , -88.50 , 106 , 59.45
79728 , 45.25 , -88.50 , 113 , 59.45
79772 , 45.25 , -88.25 , 113 , 59.53
79816 , 45.25 , -88.50 , 113 , 59.45
79860 , 45.13 , -88.25 , 112 , 59.53
79904 , 42.38 , -88.50 , 105 , 59.45
79948 , 45.13 , -88.25 , 112 , 59.53
79992 , 45.13 , -88.25 , 112 , 59.53
80036 , 44.38 , -88.50 , 110 , 59.45
80079 , 44.38 , -88.50 , 110 , 59.45
80123 , 41.63 , -88.50 , 104 , 59.45
80167 , 44.38 , -88.25 , 110 , 59.53
80211 , 44.38 , -88.50 , 110 , 59.45
80256 , 44.38 , -88.25 , 110 , 59.53
80300 , 45.25 , -88.25 , 113 , 59.53
80344 , 42.38 , -90.00 , 105 , 59.00
80388 , 45.25 , -70.25 , 113 , 64.93
80432 , 44.50 , -14.50 , 111 , 81.65
80476 , 44.38 , 10.50 , 110 , 89.15
80520 , 44.38 , 10.50 , 110 , 89.15
80564 , 41.63 , 10.50 , 104 , 89.15
80608 , 44.38 , 10.50 , 110 , 89.15
80652 , 45.13 , 10.50 , 112 , 89.15
80696 , 45.25 , 10.50 , 113 , 89.15
80740 , 45.25 , 10.75 , 113 , 89.22
80784 , 42.38 , 12.00 , 105 , 89.60
80828 , 45.13 , 12.00 , 112 , 89.60
80872 , 45.25 , 12.00 , 113 , 89.60
80916 , 45.13 , 12.00 , 112 , 89.60
80960 , 45.25 , 12.25 , 113 , 89.68
81004 , 42.38 , 12.00 , 105 , 89.60
81048 , 45.25 , 12.00 , 113 , 89.60
81114 , 45.25 , 10.50 , 113 , 89.15
81158 , 45.13 , 12.00 , 112 , 89.60
81202 , 45.13 , 12.00 , 112 , 89.60
81246 , 42.38 , 12.00 , 105 , 89.60
81290 , 45.25 , 6.50 , 113 , 87.95
81334 , 45.13 , 12.00 , 112 , 89.60
81378 , 45.13 , 12.00 , 112 , 89.60
81422 , 45.25 , 12.00 , 113 , 89.60
81466 , 42.25 , 12.25 , 105 , 89.68
81510 , 45.13 , 6.25 , 112 , 87.87
81554 , 45.13 , 8.25 , 112 , 88.47
81597 , 44.38 , -4.75 , 110 , 84.57
81641 , 44.38 , -17.50 , 110 , 80.75
81685 , 41.50 , -31.75 , 103 , 76.47
81729 , 45.25 , -47.50 , 113 , 71.75
81773 , 45.25 , -46.25 , 113 , 72.12
81817 , 45.25 , -45.00 , 113 , 72.50
81861 , 45.25 , -45.50 , 113 , 72.35
81905 , 42.25 , -44.25 , 105 , 72.72
81949 , 45.13 , -50.25 , 112 , 70.93
81993 , 45.25 , -44.50 , 113 , 72.65
82037 , 45.25 , -42.75 , 113 , 73.18
